,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
1755,USA,2022,Man-in-the-Middle,Banking,65.51,977913,Hacker Group,Weak Passwords,Antivirus,70
1756,France,2021,Malware,Telecommunications,68.64,894858,Hacker Group,Social Engineering,Firewall,19
1757,UK,2018,Man-in-the-Middle,IT,75.81,574089,Unknown,Unpatched Software,Firewall,32
1758,USA,2015,DDoS,Healthcare,62.99,232622,Nation-state,Weak Passwords,Antivirus,33
1759,India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43
1760,Australia,2024,SQL Injection,IT,98.31,694333,Insider,Unpatched Software,VPN,48
1761,India,2017,Ransomware,Government,38.87,968822,Nation-state,Weak Passwords,Antivirus,25
1762,Brazil,2015,DDoS,Banking,18.87,976838,Unknown,Weak Passwords,Firewall,65
1763,Australia,2019,DDoS,Education,54.63,22739,Insider,Unpatched Software,Firewall,44
1764,UK,2015,Man-in-the-Middle,Retail,7.92,657442,Nation-state,Social Engineering,Firewall,29
1765,Brazil,2018,Phishing,Education,57.59,257681,Nation-state,Zero-day,Antivirus,40
1766,Japan,2021,Man-in-the-Middle,Retail,9.97,536471,Hacker Group,Weak Passwords,Encryption,72
1767,France,2015,Ransomware,IT,84.02,824619,Unknown,Social Engineering,Firewall,21
1768,Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43
1769,Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14
1770,China,2021,Man-in-the-Middle,Telecommunications,66.61,596341,Insider,Weak Passwords,AI-based Detection,9
1771,Brazil,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65
1772,Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5
1773,Brazil,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24
1774,Japan,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72
1775,Australia,2015,Malware,Banking,8.24,242247,Insider,Social Engineering,Antivirus,29
1776,Brazil,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72
1777,Brazil,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21
1778,Japan,2020,SQL Injection,Telecommunications,38.29,505831,Hacker Group,Social Engineering,Encryption,40
1779,Germany,2020,Malware,Government,32.59,743344,Insider,Zero-day,VPN,4
1780,China,2017,Phishing,Healthcare,70.4,651809,Unknown,Unpatched Software,Firewall,17
1781,Brazil,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25
1782,Brazil,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56
1783,UK,2016,SQL Injection,Telecommunications,98.39,836521,Insider,Weak Passwords,Firewall,19
1784,Japan,2022,SQL Injection,Retail,43.73,392831,Nation-state,Weak Passwords,AI-based Detection,71
1785,China,2015,Ransomware,Government,86.88,99312,Unknown,Zero-day,AI-based Detection,60
1786,Japan,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20
1787,USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28
1788,Brazil,2016,Malware,Retail,76.81,670642,Unknown,Unpatched Software,AI-based Detection,10
1789,USA,2016,Malware,Banking,36.2,194553,Hacker Group,Social Engineering,AI-based Detection,48
1790,China,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46
1791,India,2019,DDoS,Banking,58.96,891815,Unknown,Weak Passwords,Antivirus,19
1792,China,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16
1793,UK,2016,Ransomware,Government,83.67,701152,Nation-state,Social Engineering,Firewall,53
1794,USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28
1795,UK,2024,Man-in-the-Middle,Government,86.74,658712,Hacker Group,Unpatched Software,VPN,25
1796,China,2022,DDoS,Retail,77.74,642501,Hacker Group,Zero-day,AI-based Detection,19
1797,Australia,2017,Malware,Banking,92.65,817255,Hacker Group,Weak Passwords,Antivirus,62
1798,China,2021,Ransomware,Government,5.96,92237,Nation-state,Weak Passwords,AI-based Detection,47
1799,Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58
1800,India,2016,Man-in-the-Middle,IT,23.38,618125,Nation-state,Zero-day,VPN,16
1801,Australia,2021,Man-in-the-Middle,Banking,82.04,828293,Insider,Weak Passwords,Antivirus,64
1802,Brazil,2017,Malware,Telecommunications,6.09,436100,Unknown,Zero-day,Encryption,12
1803,USA,2020,DDoS,Retail,14.12,787194,Unknown,Zero-day,VPN,51
1804,France,2021,Phishing,Retail,31.52,380086,Nation-state,Social Engineering,Encryption,65
1805,India,2024,Malware,Healthcare,13.74,330581,Unknown,Zero-day,AI-based Detection,54
1806,Australia,2017,SQL Injection,IT,99.99,672966,Hacker Group,Zero-day,Firewall,13
1807,India,2022,Malware,Telecommunications,19.56,772330,Hacker Group,Unpatched Software,Encryption,20
1808,Japan,2018,Man-in-the-Middle,Telecommunications,81.61,255844,Insider,Unpatched Software,Encryption,8
1809,Germany,2017,Ransomware,Government,80.7,107009,Nation-state,Social Engineering,Encryption,67
1810,Japan,2020,SQL Injection,Retail,10.41,872095,Nation-state,Unpatched Software,Firewall,44
1811,France,2015,DDoS,Banking,85.36,50427,Hacker Group,Zero-day,Encryption,5
1812,USA,2017,Phishing,Retail,15.24,599197,Unknown,Zero-day,AI-based Detection,8
1813,Brazil,2022,Malware,Telecommunications,40.08,459643,Nation-state,Weak Passwords,Antivirus,10
1814,China,2021,DDoS,Telecommunications,10.2,950257,Nation-state,Weak Passwords,AI-based Detection,61
1815,Australia,2022,Phishing,Healthcare,72.53,496317,Hacker Group,Weak Passwords,Antivirus,62
1816,Brazil,2017,Man-in-the-Middle,Healthcare,96.36,596078,Hacker Group,Weak Passwords,Encryption,10
1817,Brazil,2019,Ransomware,Banking,88.63,701522,Insider,Social Engineering,VPN,10
1818,India,2015,Man-in-the-Middle,Healthcare,37.15,357124,Nation-state,Weak Passwords,Antivirus,31
1819,Germany,2022,SQL Injection,Government,47.92,112688,Nation-state,Social Engineering,VPN,15
1820,India,2018,Phishing,Retail,14.46,743107,Hacker Group,Social Engineering,VPN,49
1821,India,2022,Man-in-the-Middle,Banking,32.47,947465,Unknown,Unpatched Software,AI-based Detection,69
1822,Japan,2019,Ransomware,Government,81.97,358572,Hacker Group,Weak Passwords,VPN,48
1823,India,2024,Malware,IT,92.08,430701,Hacker Group,Unpatched Software,VPN,54
1824,Russia,2021,DDoS,Banking,94.48,281900,Hacker Group,Zero-day,Antivirus,1
1825,Australia,2021,Malware,IT,84.74,391257,Hacker Group,Zero-day,AI-based Detection,66
1826,China,2019,Man-in-the-Middle,Banking,81.8,277875,Nation-state,Social Engineering,Antivirus,43
1827,Japan,2015,DDoS,IT,33.27,207244,Hacker Group,Zero-day,Antivirus,38
1828,India,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20
1829,Brazil,2023,Ransomware,Telecommunications,71.4,66852,Hacker Group,Weak Passwords,VPN,58
1830,China,2024,Ransomware,Telecommunications,67.47,54722,Nation-state,Social Engineering,Encryption,13
1831,Australia,2022,Phishing,Education,17.32,178951,Nation-state,Weak Passwords,Antivirus,26
1832,USA,2020,Ransomware,Healthcare,17.24,682791,Insider,Social Engineering,Encryption,44
1833,Russia,2016,SQL Injection,Education,17.05,888205,Nation-state,Weak Passwords,AI-based Detection,38
1834,France,2022,Phishing,IT,52.19,794901,Insider,Zero-day,VPN,26
1835,France,2018,DDoS,Government,27.44,978683,Insider,Zero-day,VPN,35
1836,Australia,2015,Phishing,Telecommunications,73.77,639279,Nation-state,Zero-day,VPN,44
1837,UK,2020,Malware,Retail,10.94,675338,Hacker Group,Weak Passwords,VPN,54
1838,Australia,2021,Man-in-the-Middle,Government,42.24,147589,Insider,Unpatched Software,Antivirus,31
1839,Australia,2017,DDoS,Government,82.39,646824,Hacker Group,Zero-day,AI-based Detection,2
1840,China,2016,Phishing,Government,37.62,465317,Insider,Social Engineering,Firewall,20
1841,USA,2023,Malware,IT,21.53,233379,Unknown,Unpatched Software,Antivirus,50
1842,China,2023,Malware,IT,43.51,684108,Unknown,Weak Passwords,Firewall,24
1843,Russia,2020,DDoS,Healthcare,44.32,130510,Unknown,Social Engineering,AI-based Detection,66
1844,Brazil,2016,Man-in-the-Middle,Banking,43.45,489853,Nation-state,Zero-day,AI-based Detection,28
1845,Australia,2022,Malware,Healthcare,47.92,25905,Nation-state,Unpatched Software,VPN,40
1846,Japan,2023,Malware,IT,73.74,795367,Hacker Group,Zero-day,AI-based Detection,55
1847,Australia,2023,Man-in-the-Middle,Retail,93.25,349335,Nation-state,Zero-day,Firewall,27
1848,USA,2015,Ransomware,Government,13.92,366147,Hacker Group,Weak Passwords,VPN,38
1849,India,2018,Phishing,Government,41.1,25094,Nation-state,Unpatched Software,VPN,42
1850,Russia,2024,Phishing,Retail,44.08,988889,Nation-state,Unpatched Software,Encryption,31
1851,Japan,2022,Man-in-the-Middle,IT,65.19,216303,Hacker Group,Unpatched Software,AI-based Detection,49
1852,Australia,2023,Ransomware,Healthcare,21.54,388211,Nation-state,Weak Passwords,Antivirus,22
1853,USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47
1854,USA,2023,Malware,Banking,13.99,109083,Nation-state,Weak Passwords,Antivirus,49
1855,Germany,2017,Malware,Healthcare,49.09,397361,Hacker Group,Weak Passwords,Encryption,57
1856,UK,2016,Ransomware,Retail,32.16,329026,Nation-state,Weak Passwords,VPN,31
1857,Australia,2017,Man-in-the-Middle,IT,45.5,889521,Nation-state,Weak Passwords,Encryption,51
1858,USA,2018,SQL Injection,Healthcare,73.16,849755,Insider,Weak Passwords,Encryption,46
1859,China,2021,Phishing,Education,70.2,631101,Unknown,Zero-day,Firewall,36
1860,Japan,2016,DDoS,Healthcare,10.62,625954,Insider,Weak Passwords,AI-based Detection,71
1861,Japan,2023,Man-in-the-Middle,IT,26.65,220769,Unknown,Zero-day,VPN,71
1862,China,2018,SQL Injection,Healthcare,52.01,527443,Hacker Group,Unpatched Software,Firewall,24
1863,Germany,2020,DDoS,Government,32.71,846169,Hacker Group,Zero-day,VPN,59
1864,China,2017,Malware,Education,47.46,783239,Unknown,Social Engineering,VPN,41
1865,China,2022,Malware,Telecommunications,11.39,104772,Unknown,Social Engineering,Firewall,43
1866,Germany,2015,DDoS,Telecommunications,31.68,33098,Hacker Group,Zero-day,AI-based Detection,8
1867,UK,2024,Man-in-the-Middle,Healthcare,65.78,512847,Insider,Social Engineering,Encryption,72
1868,Australia,2018,SQL Injection,Banking,71.01,840106,Insider,Weak Passwords,VPN,44
1869,Brazil,2024,SQL Injection,Healthcare,69.57,269458,Insider,Zero-day,Firewall,15
1870,Germany,2021,Ransomware,Healthcare,66.84,242893,Nation-state,Zero-day,Antivirus,50
1871,Russia,2018,Phishing,Education,5.25,605947,Insider,Zero-day,Firewall,13
1872,Japan,2018,SQL Injection,Education,60.57,468399,Nation-state,Zero-day,VPN,56
1873,India,2015,Ransomware,IT,61.68,503774,Hacker Group,Zero-day,Firewall,37
1874,France,2021,Phishing,Retail,45.74,754278,Insider,Social Engineering,Firewall,46
1875,Japan,2019,SQL Injection,IT,89.81,126120,Unknown,Social Engineering,Encryption,39
1876,UK,2018,Malware,IT,73.27,210024,Hacker Group,Weak Passwords,Antivirus,20
1877,France,2022,DDoS,Banking,51.33,970775,Insider,Unpatched Software,AI-based Detection,21
1878,France,2017,Ransomware,Education,19.84,832471,Insider,Social Engineering,Firewall,54
1879,India,2024,Phishing,IT,97.25,165316,Unknown,Zero-day,Encryption,61
1880,Australia,2016,DDoS,Retail,2.96,990886,Insider,Weak Passwords,AI-based Detection,59
1881,UK,2021,Malware,Telecommunications,82.28,370146,Nation-state,Zero-day,VPN,55
1882,China,2021,Man-in-the-Middle,Retail,49.59,284823,Unknown,Social Engineering,Antivirus,50
1883,UK,2016,Malware,Healthcare,65.14,742857,Nation-state,Weak Passwords,Antivirus,49
1884,Brazil,2024,DDoS,Healthcare,70.0,484101,Hacker Group,Unpatched Software,VPN,9
1885,UK,2015,Ransomware,Telecommunications,22.58,368441,Hacker Group,Weak Passwords,AI-based Detection,71
1886,Russia,2019,Malware,Banking,55.42,945465,Unknown,Weak Passwords,Firewall,5
1887,USA,2016,DDoS,Healthcare,27.08,551900,Unknown,Social Engineering,VPN,17
1888,UK,2021,Malware,Banking,73.02,731722,Hacker Group,Weak Passwords,VPN,28
1889,Germany,2018,Phishing,Banking,88.73,436597,Insider,Unpatched Software,AI-based Detection,33
1890,France,2020,DDoS,Education,16.35,728830,Insider,Zero-day,AI-based Detection,45
1891,USA,2022,Ransomware,IT,85.61,826018,Hacker Group,Weak Passwords,Firewall,24
1892,Russia,2020,Ransomware,Telecommunications,76.61,791323,Insider,Unpatched Software,Encryption,40
1893,USA,2015,SQL Injection,Banking,42.77,117454,Insider,Unpatched Software,Firewall,19
1894,Japan,2023,Ransomware,Retail,95.3,986882,Hacker Group,Weak Passwords,Encryption,45
1895,France,2016,Phishing,IT,78.12,770227,Unknown,Zero-day,Antivirus,20
1896,China,2024,SQL Injection,Government,21.33,997411,Nation-state,Social Engineering,Antivirus,25
1897,Japan,2020,Malware,Education,66.93,640603,Hacker Group,Unpatched Software,VPN,23
1898,Brazil,2024,Phishing,Telecommunications,81.54,499671,Hacker Group,Weak Passwords,VPN,4
1899,India,2020,Phishing,Retail,12.64,805905,Nation-state,Social Engineering,Firewall,54
1900,France,2017,Phishing,Retail,43.2,377252,Nation-state,Unpatched Software,Encryption,8
1901,USA,2018,Ransomware,Retail,20.58,653168,Unknown,Weak Passwords,AI-based Detection,3
1902,Brazil,2017,Phishing,IT,26.62,955790,Nation-state,Zero-day,Encryption,44
1903,USA,2018,Phishing,Telecommunications,15.56,734448,Unknown,Social Engineering,Encryption,37
1904,China,2021,Ransomware,Retail,12.97,425647,Unknown,Zero-day,Antivirus,4
1905,France,2019,SQL Injection,Banking,98.04,278315,Unknown,Unpatched Software,VPN,3
1906,UK,2020,Man-in-the-Middle,Telecommunications,63.35,294447,Unknown,Zero-day,AI-based Detection,54
1907,Brazil,2020,DDoS,Education,26.57,384988,Insider,Zero-day,AI-based Detection,19
1908,Japan,2020,Man-in-the-Middle,Education,29.58,141411,Insider,Unpatched Software,AI-based Detection,58
1909,France,2023,Phishing,Healthcare,72.54,581712,Insider,Social Engineering,VPN,12
1910,UK,2020,Ransomware,Education,35.16,100749,Unknown,Zero-day,Firewall,62
1911,Russia,2019,Malware,Education,56.94,217880,Nation-state,Unpatched Software,VPN,48
1912,France,2023,Man-in-the-Middle,Telecommunications,99.71,357542,Hacker Group,Zero-day,Antivirus,21
1913,UK,2021,Malware,Telecommunications,77.18,347426,Hacker Group,Zero-day,Antivirus,36
1914,France,2018,Man-in-the-Middle,Education,36.92,829140,Nation-state,Unpatched Software,Encryption,2
1915,France,2017,SQL Injection,Healthcare,42.8,683189,Unknown,Zero-day,VPN,19
1916,India,2019,Ransomware,Banking,89.41,453441,Hacker Group,Unpatched Software,VPN,29
1917,Australia,2017,Malware,IT,33.34,673439,Insider,Weak Passwords,Firewall,13
1918,Brazil,2016,SQL Injection,Telecommunications,13.94,832297,Nation-state,Weak Passwords,AI-based Detection,69
1919,India,2018,Phishing,IT,13.05,400964,Nation-state,Weak Passwords,VPN,19
1920,France,2019,DDoS,Telecommunications,52.94,192293,Nation-state,Weak Passwords,VPN,57
1921,Russia,2019,Man-in-the-Middle,Banking,26.02,565292,Insider,Unpatched Software,Antivirus,27
1922,Brazil,2016,Phishing,Education,9.23,774750,Nation-state,Social Engineering,Firewall,70
1923,France,2022,Phishing,IT,78.2,666996,Insider,Weak Passwords,Encryption,59
1924,Germany,2016,Malware,Healthcare,94.12,21382,Unknown,Weak Passwords,Encryption,21
1925,Germany,2021,Phishing,Telecommunications,55.14,463525,Nation-state,Unpatched Software,AI-based Detection,59
1926,Russia,2022,Ransomware,Telecommunications,16.98,905673,Insider,Weak Passwords,VPN,54
1927,India,2024,Man-in-the-Middle,Retail,30.59,619881,Nation-state,Unpatched Software,Antivirus,42
1928,France,2015,Malware,Banking,20.27,987350,Insider,Zero-day,Antivirus,4
1929,USA,2019,Phishing,Education,97.32,849084,Nation-state,Zero-day,VPN,62
1930,UK,2017,Man-in-the-Middle,Education,13.06,799627,Hacker Group,Weak Passwords,Antivirus,36
1931,France,2023,Man-in-the-Middle,Education,87.39,307155,Unknown,Unpatched Software,Antivirus,28
1932,Japan,2024,Ransomware,Retail,88.36,989106,Unknown,Zero-day,Firewall,3
1933,India,2020,Man-in-the-Middle,Retail,84.77,129144,Hacker Group,Weak Passwords,Antivirus,25
1934,UK,2015,Malware,Government,57.81,767562,Unknown,Zero-day,Antivirus,61
1935,Brazil,2015,Malware,IT,74.03,956965,Hacker Group,Unpatched Software,Encryption,40
1936,Germany,2023,Phishing,Retail,87.55,291580,Unknown,Unpatched Software,Firewall,25
1937,Germany,2017,Ransomware,Education,76.96,950276,Hacker Group,Unpatched Software,Firewall,31
1938,UK,2017,Man-in-the-Middle,Telecommunications,89.07,932075,Unknown,Unpatched Software,Firewall,72
1939,Germany,2015,DDoS,Healthcare,33.96,931456,Hacker Group,Zero-day,AI-based Detection,22
1940,Japan,2023,Ransomware,Retail,28.77,983880,Nation-state,Unpatched Software,Antivirus,54
1941,China,2022,DDoS,Education,18.49,20680,Nation-state,Social Engineering,Firewall,29
1942,Australia,2018,Malware,Education,21.39,437056,Hacker Group,Zero-day,AI-based Detection,52
1943,India,2021,Malware,Government,57.91,769222,Insider,Weak Passwords,Antivirus,32
1944,Australia,2022,Malware,Government,4.5,436928,Unknown,Social Engineering,Antivirus,34
1945,China,2021,DDoS,Healthcare,38.67,340194,Unknown,Weak Passwords,VPN,44
1946,India,2019,DDoS,IT,44.01,612030,Nation-state,Unpatched Software,Antivirus,47
1947,Australia,2019,Man-in-the-Middle,IT,87.89,551100,Insider,Zero-day,VPN,9
1948,Brazil,2022,Phishing,IT,26.02,251768,Unknown,Social Engineering,VPN,6
1949,Japan,2015,DDoS,Retail,11.69,680720,Nation-state,Zero-day,Encryption,2
1950,USA,2017,DDoS,Telecommunications,51.69,156213,Nation-state,Weak Passwords,VPN,9
1951,Japan,2020,Man-in-the-Middle,Retail,33.75,468856,Hacker Group,Unpatched Software,Firewall,15
1952,France,2023,Ransomware,Government,63.45,90678,Nation-state,Unpatched Software,Firewall,22
1953,UK,2022,DDoS,Retail,45.73,554585,Hacker Group,Social Engineering,VPN,63
1954,China,2021,Man-in-the-Middle,Banking,33.3,935265,Nation-state,Unpatched Software,Firewall,20
1955,Japan,2023,SQL Injection,Banking,43.96,459922,Nation-state,Zero-day,Encryption,12
1956,France,2017,DDoS,Healthcare,6.72,782873,Hacker Group,Zero-day,Encryption,4
1957,UK,2020,Ransomware,Banking,53.03,528708,Unknown,Social Engineering,VPN,14
1958,Germany,2020,SQL Injection,Healthcare,38.89,513096,Hacker Group,Weak Passwords,VPN,57
1959,Australia,2018,DDoS,Education,79.5,636407,Hacker Group,Zero-day,Encryption,11
1960,USA,2020,Ransomware,Retail,38.02,419557,Unknown,Weak Passwords,Antivirus,2
1961,Brazil,2018,DDoS,Healthcare,47.47,784099,Insider,Social Engineering,AI-based Detection,30
1962,Japan,2024,Malware,Telecommunications,71.18,37870,Nation-state,Zero-day,AI-based Detection,31
1963,Brazil,2022,Malware,IT,4.08,291590,Hacker Group,Zero-day,Antivirus,22
1964,India,2018,SQL Injection,Telecommunications,15.96,444408,Unknown,Weak Passwords,AI-based Detection,64
1965,Germany,2015,Malware,Banking,56.13,526658,Nation-state,Weak Passwords,VPN,38
1966,Japan,2021,Malware,Retail,30.53,333238,Hacker Group,Social Engineering,Firewall,20
1967,Australia,2020,DDoS,Retail,31.36,449936,Insider,Weak Passwords,VPN,52
1968,Germany,2023,Malware,Retail,71.05,61238,Unknown,Unpatched Software,AI-based Detection,41
